page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
1,10,footnote, $ ^{\dagger} $Soon-Gu Kwon and Hoon-Seong Choi contributed equally to this work.,"[109.0, 971.0, 513.0, 1009.0]",frontmatter_support,0.78,"[""first-surviving-page support text: $ ^{\\dagger} $Soon-Gu Kwon and Hoon-Seong Choi contributed e""]",frontmatter_support,0.78,body_zone,body_like,affiliation_marker,True,True
1,11,paragraph_title,Main text,"[605.0, 941.0, 702.0, 964.0]",section_heading,0.5,"[""unnumbered paragraph_title on page 1 outside title zone: Main text""]",section_heading,0.5,body_zone,heading_like,short_fragment,True,True
1,12,footnote,"*Correspondence:
Dae-Hyun Roh
dhroh@khu.ac.kr
Jang-Hern Lee
jhl1101@snu.ac.kr

Neuracle Science Co., Ltd, Seoul 02841, Korea

Research Animal Resource Center, Korea Institute of Science and Technology","[106.0, 1008.0, 582.0, 1304.0]",footnote,0.7,"[""footnote label: *Correspondence:\nDae-Hyun Roh\ndhroh@khu.ac.kr\nJang-Hern Lee\n""]",footnote,0.7,body_zone,body_like,none,True,True
1,13,text,"Neuroactive steroids (NASs) are a class of steroids that can modify neuronal excitability in both the central and peripheral nervous systems [1, 2]. The initial rate-limiting step in NAS biosynthesis ","[603.0, 966.0, 1083.0, 1279.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
1,14,footer_image,,"[113.0, 1341.0, 331.0, 1402.0]",unknown_structural,0.2,"[""unrecognized label 'footer_image'""]",unknown_structural,0.2,body_zone,unknown_like,empty,False,True
1,15,footnote,"© The Author(s) 2024. Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any ","[355.0, 1344.0, 1082.0, 1473.0]",frontmatter_noise,0.8,"[""page-1 zone journal_furniture_zone: \u00a9 The Author(s) 2024. Open Access This article is licensed u""]",frontmatter_noise,0.8,body_zone,support_like,none,False,False
2,0,header,Kwon et al. Molecular Brain (2024) 17:50,"[109.0, 66.0, 428.0, 87.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
2,1,number,Page 2 of 4,"[998.0, 66.0, 1082.0, 87.0]",noise,0.9,"[""page number label""]",noise,0.9,frontmatter_side_zone,support_like,short_fragment,False,False
2,2,figure_title,A,"[112.0, 165.0, 138.0, 192.0]",figure_inner_text,0.9,"[""panel label / figure inner text: A""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,3,image,,"[112.0, 165.0, 633.0, 406.0]",media_asset,0.85,"[""media label: image""]",media_asset,0.85,body_zone,body_like,empty,True,True
2,4,figure_title,B,"[633.0, 166.0, 655.0, 191.0]",figure_inner_text,0.9,"[""panel label / figure inner text: B""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,5,figure_title,C,"[112.0, 457.0, 138.0, 485.0]",figure_inner_text,0.9,"[""panel label / figure inner text: C""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,6,chart,,"[656.0, 175.0, 1057.0, 453.0]",media_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,7,chart,,"[132.0, 486.0, 559.0, 733.0]",media_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,8,figure_title,E,"[113.0, 739.0, 135.0, 766.0]",figure_inner_text,0.9,"[""panel label / figure inner text: E""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,9,chart,,"[136.0, 768.0, 563.0, 1017.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,10,chart,,"[665.0, 487.0, 1004.0, 706.0]",media_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,11,figure_title,D,"[631.0, 458.0, 658.0, 484.0]",figure_inner_text,0.9,"[""panel label / figure inner text: D""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,12,chart,,"[111.0, 1023.0, 621.0, 1271.0]",figure_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,13,figure_title,Fig. 1 (See legend on next page.),"[110.0, 1292.0, 332.0, 1315.0]",figure_caption,0.92,"[""figure_title label: Fig. 1 (See legend on next page.)""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
2,14,figure_title,F,"[631.0, 739.0, 653.0, 766.0]",figure_inner_text,0.9,"[""panel label / figure inner text: F""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,15,text,"Peripheral ischemia is common causes of pain in the lower extremities [4]. Previously, we developed a peripheral ischemic pain model named the “thrombus-induced ischemic pain (TIIP) model,” which mimi","[106.0, 1351.0, 586.0, 1474.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
2,16,chart,,"[665.0, 767.0, 1001.0, 992.0]",media_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,17,figure_title,H,"[632.0, 1026.0, 658.0, 1054.0]",figure_inner_text,0.9,"[""panel label / figure inner text: H""]",figure_inner_text,0.9,display_zone,legend_like,panel_label,True,True
2,18,chart,,"[686.0, 1025.0, 1080.0, 1244.0]",media_asset,0.85,"[""media label: chart""]",media_asset,0.85,body_zone,unknown_like,empty,True,True
2,19,text,"this model, we focused on the pain mechanism in context of peripheral sensitization and examined related receptors, such as acid-sensing ion channels, ATP receptors, and sigma-1 receptors (Sig-1Rs), w","[602.0, 1351.0, 1084.0, 1474.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,0,header,Kwon et al. Molecular Brain (2024) 17:50,"[110.0, 67.0, 426.0, 87.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
3,1,number,Page 3 of 4,"[998.0, 67.0, 1081.0, 87.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
3,2,text,(See figure on previous page.),"[109.0, 166.0, 307.0, 185.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,3,figure_title,Fig. 1 Schematic diagram for surgery of thrombus-induced ischemic pain (TIIP) injury and the effect of intraplantar aminoglutethimide (AMG) and PRE-084 (PRE) on TIIP induced mechanical allodynia. (A) ,"[109.0, 184.0, 1082.0, 547.0]",figure_caption,0.92,"[""figure_title label: Fig. 1 Schematic diagram for surgery of thrombus-induced isc""]",figure_caption,0.92,display_zone,legend_like,figure_number,True,True
3,4,text,"study, based on the fact that NASs have been reported to control ischemic damage in the nervous system [7], we hypothesized that intraplantar injection of P450scc inhibitor could modulate ischemic pai","[107.0, 582.0, 585.0, 774.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,5,text,"Male Sprague–Dawley rats (250–350 g) were anesthetized with 3% isoflurane in a N₂O/O₂ gas mixture, and small incision was made in the femoral triangle of the left hind limb. Femoral artery was careful","[107.0, 776.0, 585.0, 1375.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,6,text,The temporal expression level of P450scc on the ipsilateral skin exhibited a gradual increase following ischemia. Immunoblot analysis revealed that P450scc levels peaked on post-operative day 7. Altho,"[107.0, 1376.0, 586.0, 1473.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,7,text,,"[602.0, 582.0, 1083.0, 965.0]",unknown_structural,0.3,"[""short text, uncertain role""]",unknown_structural,0.3,body_zone,body_like,empty,False,True
3,8,text,"To investigate the role of peripheral Sig-1Rs in AMG-induced pain inhibition in induction phase, PRE (10 nmol) was co-administered with AMG (100 nmol) during the induction phase. Co-administration of ","[603.0, 967.0, 1083.0, 1182.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,9,text,Skin is one of the main extra-gonadal steroidogenic organs that contains the P450scc enzyme [8]. Previous studies have shown that P450scc expression in skin can be regulated by external irritants [9].,"[602.0, 1183.0, 1083.0, 1450.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,0,header,Kwon et al. Molecular Brain (2024) 17:50,"[109.0, 66.0, 427.0, 87.0]",noise,0.9,"[""header label""]",noise,0.9,,unknown_like,none,False,False
4,1,number,Page 4 of 4,"[998.0, 67.0, 1082.0, 87.0]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
4,2,text,that provides protection against nerve damage resulting from ischemia.,"[107.0, 175.0, 585.0, 221.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,3,text,Sig-1Rs are primary target receptors for NAS such as PREG and dehydroepiandrosterone (DHEA) [10]. We previously reported that peripherally administered PREG sulfate (PREGS) and DHEA sulfate (DHEAS) en,"[108.0, 223.0, 586.0, 798.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,tail_nonref_hold_zone,body_like,none,True,True
4,4,text,"Overall, our study demonstrated that peripheral P450scc level was increased in ischemic damage and intraplantar injection of AMG significantly alleviated mechanical allodynia during the induction of T","[107.0, 798.0, 585.0, 992.0]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,tail_nonref_hold_zone,body_like,none,True,True
4,5,paragraph_title,Supplementary Information,"[109.0, 1015.0, 372.0, 1037.0]",backmatter_boundary_candidate,0.5,"[""backmatter boundary candidate: Supplementary Information""]",backmatter_boundary_candidate,0.5,tail_nonref_hold_zone,heading_like,none,True,True
4,6,text,The online version contains supplementary material available at https://doi.org/10.1186/s13041-024-01125-2.,"[109.0, 1036.0, 566.0, 1074.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
4,7,text,Supplementary Material 1,"[121.0, 1094.0, 281.0, 1114.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
4,8,text,Supplementary Material 2,"[122.0, 1123.0, 282.0, 1143.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
4,9,text,Supplementary Material 3,"[122.0, 1153.0, 282.0, 1174.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
4,10,paragraph_title,Acknowledgements,"[110.0, 1208.0, 245.0, 1223.0]",backmatter_heading,0.5,"[""backmatter heading on page 4: Acknowledgements""]",backmatter_heading_candidate,0.8,tail_nonref_hold_zone,unknown_like,short_fragment,True,True
4,11,text,Not applicable.,"[110.0, 1226.0, 205.0, 1243.0]",unknown_structural,0.3,"[""short text, uncertain role""]",unknown_structural,0.3,tail_nonref_hold_zone,unknown_like,short_fragment,False,True
4,12,paragraph_title,Author contributions,"[110.0, 1261.0, 253.0, 1278.0]",backmatter_heading,0.8,"[""backmatter heading on page 4: Author contributions""]",backmatter_heading_candidate,0.8,tail_nonref_hold_zone,support_like,none,True,True
4,13,text,J.-H. L. and S.-G.K. designed the study. S.-G.K. and H.-S.C. performed experiments. S.-G.K. and S.-Y.Y. analyzed the data and prepared graphs. S.-Y.Y. assisted in methods implementation. D.-H.R. acqui,"[107.0, 1279.0, 583.0, 1370.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
4,14,paragraph_title,Funding,"[606.0, 165.0, 667.0, 183.0]",backmatter_heading,0.5,"[""backmatter heading on page 4: Funding""]",backmatter_heading_candidate,0.8,body_zone,body_like,short_fragment,True,True
4,15,text,This research was supported by The National Research Foundation of Korea (NRF) grant funded by the Korea government (MSIT) (No. NRF-2022R1F1A1073652 and RS-2023-00262398).,"[604.0, 183.0, 1024.0, 239.0]",backmatter_body,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,16,paragraph_title,Data availability,"[606.0, 255.0, 718.0, 273.0]",backmatter_heading,0.5,"[""backmatter heading on page 4: Data availability""]",backmatter_heading_candidate,0.8,body_zone,body_like,short_fragment,True,True
4,17,text,All data supporting the findings are included and are available on request from the corresponding author.,"[604.0, 273.0, 1052.0, 311.0]",frontmatter_noise,0.6,"[""default body_paragraph for text label"", ""frontmatter_side_zone excluded from body flow""]",frontmatter_noise,0.6,frontmatter_side_zone,support_like,none,False,False
4,18,paragraph_title,Declarations Ethics approval and consent to participate,"[605.0, 336.0, 885.0, 393.0]",backmatter_heading,0.5,"[""backmatter boundary candidate: Declarations Ethics approval and consent to participate""]",backmatter_boundary_candidate,0.5,body_zone,body_like,none,True,True
4,19,footer,,"[605.0, 375.0, 885.0, 393.0]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,empty,False,False
4,20,text,"This study was conducted according to the National Institutes of Health Guide for the Care and Use of Laboratory Animals (NIH publication No. 86–23, revised in 1985) and was approved by the Institutio","[604.0, 393.0, 1079.0, 466.0]",backmatter_body,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,21,paragraph_title,Consent for publication,"[606.0, 483.0, 764.0, 501.0]",subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Consent for publication""]",subsection_heading,0.6,body_zone,body_like,none,True,True
4,22,text,Not applicable.,"[606.0, 503.0, 703.0, 520.0]",unknown_structural,0.3,"[""short text, uncertain role""]",unknown_structural,0.3,body_zone,body_like,short_fragment,False,True
4,23,paragraph_title,Competing interests,"[606.0, 537.0, 744.0, 556.0]",backmatter_heading,0.5,"[""backmatter heading on page 4: Competing interests""]",backmatter_heading_candidate,0.8,body_zone,body_like,short_fragment,True,True
4,24,text,The authors declare that they have no competing interests.,"[605.0, 556.0, 964.0, 574.0]",backmatter_body,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,25,text,Received: 1 July 2024 / Accepted: 28 July 2024,"[605.0, 595.0, 899.0, 615.0]",frontmatter_noise,0.6,"[""default body_paragraph for text label"", ""frontmatter_side_zone excluded from body flow""]",frontmatter_noise,0.6,frontmatter_side_zone,support_like,none,False,False
4,26,text,Published online: 02 August 2024,"[605.0, 618.0, 847.0, 639.0]",frontmatter_noise,0.6,"[""default body_paragraph for text label"", ""frontmatter_side_zone excluded from body flow""]",frontmatter_noise,0.6,frontmatter_side_zone,support_like,none,False,False
4,27,paragraph_title,References,"[606.0, 687.0, 684.0, 706.0]",reference_heading,0.9,"[""references heading: References""]",reference_heading,0.9,reference_zone,unknown_like,short_fragment,True,True
4,28,reference_content,"1. Baulieu EE, Neurosteroids. A novel function of the brain. Psychoneuroendocrino. 1998;23(8):963–87.","[606.0, 706.0, 1069.0, 741.0]",reference_item,0.85,"[""reference content label: 1. Baulieu EE, Neurosteroids. A novel function of the brain.""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,29,reference_content,"2. Dubrovsky B. Neurosteroids, neuroactive steroids, and symptoms of affective disorders. Pharmacol Biochem Be. 2006;84(4):644–55.","[606.0, 743.0, 1073.0, 778.0]",reference_item,0.85,"[""reference content label: 2. Dubrovsky B. Neurosteroids, neuroactive steroids, and sym""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,30,reference_content,"3. Choi SR, Beitz AJ, Lee JH. Inhibition of cytochrome P450 side-chain cleavage attenuates the development of mechanical Allodynia by reducing spinal D-Serine production in a Murine Model of Neuropath","[606.0, 779.0, 1070.0, 848.0]",reference_item,0.85,"[""reference content label: 3. Choi SR, Beitz AJ, Lee JH. Inhibition of cytochrome P450 ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,31,reference_content,"4. Lang PM, Schober GM, Rolke R, Wagner S, Hilge R, Offenbächer M, et al. Sensory neuropathy and signs of central sensitization in patients with peripheral arterial disease. Pain. 2006;124(1–2):190–20","[605.0, 851.0, 1075.0, 903.0]",reference_item,0.85,"[""reference content label: 4. Lang PM, Schober GM, Rolke R, Wagner S, Hilge R, Offenb\u00e4c""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,32,reference_content,"5. Seo HS, Kim HW, Roh DH, Yoon SY, Kwon YB, Han HJ, et al. A new rat model for thrombus-induced ischemic pain (TIIP); development of bilateral mechanical allodynia. Pain. 2008;139(3):520–32.","[606.0, 905.0, 1078.0, 957.0]",reference_item,0.85,"[""reference content label: 5. Seo HS, Kim HW, Roh DH, Yoon SY, Kwon YB, Han HJ, et al. ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,33,reference_content,"6. Kwon SG, Roh DH, Yoon SY, Choi SR, Choi HS, Moon JY, et al. Role of peripheral sigma-1 receptors in ischaemic pain: potential interactions with ASIC and P2X receptors. Eur J Pain. 2016;20(4):594–60","[606.0, 959.0, 1076.0, 1011.0]",reference_item,0.85,"[""reference content label: 6. Kwon SG, Roh DH, Yoon SY, Choi SR, Choi HS, Moon JY, et a""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,34,reference_content,"7. Borowicz KK, Piskorska B, Banach M, Czuczwar SJ. Neuroprotective actions of neurosteroids. Front Endocrinol (Lausanne). 2011;2:50.","[606.0, 1013.0, 1074.0, 1048.0]",reference_item,0.85,"[""reference content label: 7. Borowicz KK, Piskorska B, Banach M, Czuczwar SJ. Neuropro""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,35,reference_content,"8. Slominski AT, Manna PR, Tuckey RC. On the role of skin in the regulation of local and systemic steroidogenic activities. Steroids. 2015;103:72–88.","[607.0, 1049.0, 1061.0, 1084.0]",reference_item,0.85,"[""reference content label: 8. Slominski AT, Manna PR, Tuckey RC. On the role of skin in""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,36,reference_content,"9. Shimada-Omori R, Yamasaki K, Koike S, Yamauchi T, Aiba S. TLR3 augments glucocorticoid-synthetic enzymes expression in epidermal keratinocytes; implications of glucocorticoid metabolism in rosacea ","[608.0, 1086.0, 1067.0, 1154.0]",reference_item,0.85,"[""reference content label: 9. Shimada-Omori R, Yamasaki K, Koike S, Yamauchi T, Aiba S.""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,37,reference_content,"10. Maurice T. Neurosteroids and  $ \sigma $ receptors, biochemical and behavioral relevance. Pharmacopsychiatry. 2004;37:S171–82.","[608.0, 1157.0, 1038.0, 1192.0]",reference_item,0.85,"[""reference content label: 10. Maurice T. Neurosteroids and  $ \\sigma $ receptors, bioc""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,38,reference_content,"11. Kwon SG, Yoon SY, Roh DH, Choi SR, Choi HS, Moon JY, et al. Peripheral neurosteroids enhance P2X receptor-induced mechanical allodynia via a sigma-1 receptor-mediated mechanism. Brain Res Bull. 20","[608.0, 1194.0, 1053.0, 1247.0]",reference_item,0.85,"[""reference content label: 11. Kwon SG, Yoon SY, Roh DH, Choi SR, Choi HS, Moon JY, et ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
4,39,paragraph_title,Publisher's Note,"[606.0, 1279.0, 761.0, 1299.0]",backmatter_heading,0.5,"[""backmatter heading on page 4: Publisher's Note""]",backmatter_heading_candidate,0.8,tail_nonref_hold_zone,support_like,short_fragment,True,True
4,40,text,Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.,"[605.0, 1300.0, 1026.0, 1339.0]",backmatter_body,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
